19.04.2015                                                                                  Dynamic List Display                                                                                          1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  OLTPSOURCE                    |LOGSYS    |OBJVERS|ISOURCE                      |TRANSTRU                  |ISOSTYPE|ISTYPE|TSTPNM  |           TIMESTMP|CONTREL|       CONTTIMESTMP|ISSRCTYPE|INVISIBLE|
|  0HC_CASEEND_TEXT              |P20CLNT023|D      |0HC_CASEEND                  |X                         |O       |T     |        |                 0 |3.0/02 |20,011,210,160,324 |         |         |
|  0HC_CASETP_TEXT               |P20CLNT023|D      |0HC_CASETP                   |X                         |O       |T     |        |                 0 |3.1/01 |20,021,010,134,952 |         |         |
|  0HC_CASSTAT_TEXT              |P20CLNT023|D      |0HC_CASSTAT                  |X                         |O       |T     |        |                 0 |3.0/02 |20,011,218,160,915 |         |         |
|  0HC_CHARGTP_TEXT              |P20CLNT023|D      |0HC_CHARGTP                  |X                         |O       |T     |        |                 0 |3.0/02 |20,011,213,165,103 |         |         |
|  0HC_CO_TRANS                  |P20CLNT023|D      |0HC_CO_TRANS                 |X                         |I       |D     |        |                 0 |7.0/02 |20,050,623,155,052 |         |         |
|  0HC_DEADDDI_TEXT              |P20CLNT023|D      |0HC_DEADDDI                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,202,150,650 |         |         |
|  0HC_DEATCAU_TEXT              |P20CLNT023|D      |0HC_DEATCAU                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,509,115,934 |         |         |
|  0HC_DECHRK_TEXT               |P20CLNT023|D      |0HC_DECHRK                   |X                         |O       |T     |        |                 0 |3.5/02 |20,031,202,150,220 |         |         |
|  0HC_DECHRTY_TEXT              |P20CLNT023|D      |0HC_DECHRTY                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,202,145,511 |         |         |
|  0HC_DEDRGCD_ATTR              |P20CLNT023|D      |0HC_DEDRGCD                  |X                         |O       |M     |        |                 0 |3.5/02 |20,031,126,171,719 |         |         |
|  0HC_DEDRGCD_TEXT              |P20CLNT023|D      |0HC_DEDRGCD                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,212,200,534 |         |         |
|  0HC_DEDRGCT_ATTR              |P20CLNT023|D      |0HC_DEDRGCT                  |X                         |O       |M     |        |                 0 |3.5/02 |20,031,118,154,005 |         |         |
|  0HC_DEDRGCT_TEXT              |P20CLNT023|D      |0HC_DEDRGCT                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,118,155,123 |         |         |
|  0HC_DELCTG_TEXT               |P20CLNT023|D      |0HC_DELCTG                   |X                         |O       |T     |        |                 0 |3.0/01 |20,010,322,080,631 |         |         |
|  0HC_DEMDCCD_TEXT              |P20CLNT023|D      |0HC_DEMDCCD                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,118,163,919 |         |         |
|  0HC_DEMDCCT_TEXT              |P20CLNT023|D      |0HC_DEMDCCT                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,118,163,751 |         |         |
|  0HC_DEPCCL_TEXT               |P20CLNT023|D      |0HC_DEPCCL                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,224,171,639 |         |         |
|  0HC_DIAADDI_TEXT              |P20CLNT023|D      |0HC_DIAADDI                  |X                         |O       |T     |        |                 0 |3.0/02 |20,011,211,114,533 |         |         |
|  0HC_DIACERT_TEXT              |P20CLNT023|D      |0HC_DIACERT                  |X                         |O       |T     |        |                 0 |3.1/01 |20,021,018,182,921 |         |         |
|  0HC_DIAGCAT_TEXT              |P20CLNT023|D      |0HC_DIAGCAT                  |X                         |O       |T     |        |                 0 |3.0/02 |20,011,211,113,956 |         |         |
|  0HC_DIAGKEY_ATTR              |P20CLNT023|D      |0HC_DIAGKEY                  |X                         |O       |M     |        |                 0 |3.5/02 |20,040,312,111,227 |         |         |
|  0HC_DIAGKEY_TEXT              |P20CLNT023|D      |0HC_DIAGKEY                  |X                         |O       |T     |        |                 0 |3.0/02 |20,011,211,114,240 |         |         |
|  0HC_DIAGNOSE                  |P20CLNT023|D      |0HC_DIAGNOSE                 |X                         |I       |D     |        |                 0 |3.5/02 |20,040,312,104,251 |         |         |
|  0HC_DIAGNOSES_DELTA           |P20CLNT023|D      |0HC_DIAGNOSES_DELTA          |X                         |I       |D     |        |                 0 |7.0/02 |20,050,825,133,755 |         |         |
|  0HC_DIAGTP_TEXT               |P20CLNT023|D      |0HC_DIAGTP                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,312,103,851 |         |         |
|  0HC_DISDISP_TEXT              |P20CLNT023|D      |0HC_DISDISP                  |X                         |O       |T     |        |                 0 |3.0/02 |20,011,213,172,258 |         |         |
|  0HC_DRG                       |P20CLNT023|D      |0HC_DRG                      |X                         |I       |D     |        |                 0 |3.5/02 |20,031,210,110,738 |         |         |
|  0HC_DRGCCL_TEXT               |P20CLNT023|D      |0HC_DRGCCL                   |X                         |O       |T     |        |                 0 |3.0/01 |20,010,506,112,447 |         |         |
|  0HC_DRGDCTG_TEXT              |P20CLNT023|D      |0HC_DRGDCTG                  |X                         |O       |T     |        |                 0 |3.1/01 |20,021,010,125,550 |         |         |
|  0HC_DRGPCTG_TEXT              |P20CLNT023|D      |0HC_DRGPCTG                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,506,105,421 |         |         |
|  0HC_EMPLTP_TEXT               |P20CLNT023|D      |0HC_EMPLTP                   |X                         |O       |T     |        |                 0 |3.0/02 |20,011,210,160,023 |         |         |
|  0HC_FLATTP_TEXT               |P20CLNT023|D      |0HC_FLATTP                   |X                         |O       |T     |        |                 0 |3.0/01 |20,010,509,121,610 |         |         |
|  0HC_GENDERI_ATTR              |P20CLNT023|D      |0HC_GENDERI                  |X                         |O       |M     |        |                 0 |3.5/02 |20,031,209,133,026 |         |         |
|  0HC_GENDERI_TEXT              |P20CLNT023|D      |0HC_GENDERI                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,209,132,446 |         |         |
|  0HC_GENDER_TEXT               |P20CLNT023|D      |0HC_GENDER                   |X                         |O       |T     |        |                 0 |3.5/02 |20,031,209,133,827 |         |         |
|  0HC_GEOAREA_ATTR              |P20CLNT023|D      |0HC_GEOAREA                  |X                         |O       |M     |        |                 0 |3.5/02 |20,040,312,111,810 |         |         |
|  0HC_GEOAREA_TEXT              |P20CLNT023|D      |0HC_GEOAREA                  |X                         |O       |T     |        |                 0 |3.1/01 |20,020,717,152,531 |         |         |
|  0HC_HCOACTY_TEXT              |P20CLNT023|D      |0HC_HCOACTY                  |X                         |O       |T     |        |                 0 |3.0/02 |20,020,103,152,302 |         |         |
|  0HC_INSPROV_ATTR              |P20CLNT023|D      |0HC_INSPROV_ATTR             |X                         |I       |D     |        |                 0 |3.5/02 |20,040,115,154,645 |         |         |
|  0HC_INSPRTP_TEXT              |P20CLNT023|D      |0HC_INSPRTP                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,308,145,146 |         |         |
|  0HC_INSTITU_ATTR              |P20CLNT023|D      |0HC_INSTITU                  |X                         |O       |M     |        |                 0 |3.5/02 |20,040,405,154,653 |         |         |
|  0HC_INSTITU_TEXT              |P20CLNT023|D      |0HC_INSTITU                  |X                         |O       |T     |        |                 0 |3.0/02 |20,011,212,165,607 |         |         |
|  0HC_INSURE                    |P20CLNT023|D      |0HC_INSURE                   |X                         |I       |D     |        |                 0 |3.1/01 |20,020,725,130,739 |         |         |
|  0HC_LOCALIS_TEXT              |P20CLNT023|D      |0HC_LOCALIS                  |X                         |O       |T     |        |                 0 |3.1/01 |20,020,710,120,833 |         |         |
|  0HC_MAR_STA_TEXT              |P20CLNT023|D      |0HC_MAR_STA                  |X                         |O       |T     |        |                 0 |3.0/02 |20,011,219,171,823 |         |         |
|  0HC_MATERIA_ATTR              |P20CLNT023|D      |0HC_MATERIA                  |X                         |I       |D     |        |                 0 |3.1/01 |20,020,731,131,859 |         |         |
|  0HC_MCTGTYP_TEXT              |P20CLNT023|D      |0HC_MCTGTYP                  |X                         |O       |T     |        |                 0 |3.1/01 |20,020,731,103,357 |         |         |
|  0HC_MDORGUNIT                 |P20CLNT023|D      |0HC_MDORGUNIT                |X                         |I       |D     |        |                 0 |3.5/02 |20,040,312,110,825 |         |         |
|  0HC_MDPATCASE                 |P20CLNT023|D      |0HC_MDPATCASE                |X                         |I       |D     |        |                 0 |3.5/02 |20,040,322,141,924 |         |         |
|  0HC_MDSTAT_TEXT               |P20CLNT023|D      |0HC_MDSTAT                   |X                         |O       |T     |        |                 0 |3.5/02 |20,031,222,101,115 |         |         |
|  0HC_MDSTPRO_TEXT              |P20CLNT023|D      |0HC_MDSTPRO                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,222,100,922 |         |         |
|  0HC_MEDCTG_TEXT               |P20CLNT023|D      |0HC_MEDCTG                   |X                         |O       |T     |        |                 0 |3.1/01 |20,020,731,115,942 |         |         |
